Target,Text,Label
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,Eines der wichtigsten Themen der kommenden Jahre. Die Schweiz muss offen bleiben und die Chancen daraus smart nutzen.,AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Keine Kernaufgabe des Bundes. Ist Aufgabe der Gemeinden, Kanton",AGAINST
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,Damit schwächt man die Bilaterale Position. Die Schweiz soll jedoch aktiv nach guten Partnern suchen und da ist die EU der wichtigste aufgrund der georafischen Lage. Die Schweiz liegt in Europa.,AGAINST
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,Auch zu anderen Staaten oder Regionen. Unbedingt. Die Landwirtschaft soll dabei auch die Chance des Exports sehen und nicht nur die Nachteile des Imports.- Südamerika!,FAVOR
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Es wird schon heute einiges gemacht in der Integration. Die Integrationsmassnahmen sind als Fordern und Fördern zu sehen.,AGAINST
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Ich habe für den Gegenvorschlag gestimmt, der wirtschaftlich vertretbar ist und einen Rückzug der Initiative zur Folge haben muss.",AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Wer Steuern zahlt und in der Gemeinde integriert ist, soll das Stimmrecht auf Antrag erhalten.",FAVOR
Sollen die Anforderungen für Einbürgerungen erhöht werden?,"Da ich in der Gemeinde selbst Einbürgerungen behandle, kann ich bestätigen, dass die Anforderungen für Einbürgerungen heute angemessen hoch sind.",AGAINST
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Wir sind stark von der EU abhängig. Wir übernehmen - aus reinem Sachzwang - regelmässig Regeln der EU automatisch, ohne jedoch mitreden zu können. Wir handeln also nicht souverän. Deshalb sollten wir längerfristig einen Beitritt anstreben und mithelfen, die EU besser zu machen.",FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?",Wenn sie gut integriert und eine der Landessprachen sprechen und verstehen,FAVOR
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Wir können lediglich die Mittel (Brücke) zurVerfügung stellen, die Schritte über die ""Brücke"" müssen die in die Schweiz Eingereisten selber tun.",AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?",Jeder kann sich einbürgern lassen und dann ist das Stimmrecht geregelt.,AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,Alle haben die Gesetzte der Schweiz einzuhalten. Das gilt auch für Ausländer.,AGAINST
Sollen die Anforderungen für Einbürgerungen erhöht werden?,Den Sprachkenntnissen müsste mehr Gewichtung gegeben werden.,FAVOR
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Sollten sie dies wollen, so können sie sich einbürgern lassen.",AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Es sollen die Grundlagen geschaffen werden, damit die Gemeinden autonom das Stimm- und Wahlrecht einführen können.",FAVOR
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Wenn mit einem Beitritt zur EU die Interessen der Schweiz besser vertreten sind, dann warum nicht auch einen Beitritt.",FAVOR
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Wir sind Geographisch in der EU, nur politisch nicht. Wir sind also von allen EU-Entscheidungen mitbetroffen, können aber nicht mitreden.
Bis zu einem EU-Beitritt der Schweiz muss die EU aber demokratischer werden: mehr Macht für das vom Volk gewählte EU-Parlament, weniger für die nicht direkt gewählte EU-Kommission.",FAVOR
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,Nur mit gemeinsamen sozialen und ökologischen Mindeststandards. Dies scheint mir aber bei den USA nicht realistisch.,AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Mehr Geld alleine garantiert noch keine Integration. Es muss für sinnvolle Projekte ausgegeben werden.,FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Bürgerinnen und Bürger, die zehn Jahre in der Schweiz leben, können sich einbürgern lassen und dann am politischen Leben aktiv teilnehmen.",AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?",Parallel dazu müssten aber die Einbürgerungsregeln angepassst werden.,FAVOR
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,Zur Zeit ist die Einwanderung auf einem erträglichen Niveau.,AGAINST
Sollen die Anforderungen für Einbürgerungen erhöht werden?,"Wichtig bei der Einbürgerung ist, dass die Kriterien objektiv bewertbar sind und sie Sinn machen. In der heutigen Zeit spielt es keine Rolle, wie oft man im Dorflädeli einkaufen geht oder wo man in den Ausgang geht. Solche Kriterien sollten gestrichen werden. 
Ansonsten sind die Anforderungen heute auf einem guten Stand.",AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Der Bund kann durchaus Möglichkeiten zur Integration schaffen. Direkte Unterstützung von Ausländer lehne ich jedoch ab.,AGAINST
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Bei allem Respekt und Dankbarkeit für die Freidensleistungen des Proketes EU  und der Notwendigkeit der suprantionalen Zusammenarbeit in gewissen Politikbereichen - solange die EU eine derart neoliberale Agenda fährt und einso grosses Demokratiedefizit hat, möchte ich diesem Club nicht beitreten.",AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Sollen sich einbürgern lassen, wenn sie wählen möchten. Einbürgerung kann jedoch vereinfacht werden (auch günstiger gemacht werden).",AGAINST
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,Unsere Wirtschaft benötigt die Fachkräfte aus dem Ausland.,AGAINST
Sollen die Anforderungen für Einbürgerungen erhöht werden?,Im Gegenteil. Es ist zu starr und sollte flexibler werden. Beispielsweise macht die Beschränkung auf eine Gemeinde keinen Sinn.,AGAINST
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,Handelshemmnisse abbauen ist gut für unseren Wohlstand.,FAVOR
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Beweislast ist schwer zu erbringen und Einflussmöglichkeiten der CH Unternehmen meist beschränkt. Unternehmen, welche bewusst die Standards verletzen würden einfach ihren Sitz ins Ausland verlegen. Damit ist niemandem geholfen und wir haben uns lediglich ein gutes Gewissen erkauft (durch Steuerausfälle).",AGAINST
Soll der Bundesrat ein Freihandelsabkommen mit den USA anstreben?,"Die USA würden bei einem Freihandelsabkommen die Interessen der grossen Content Provider durchsetzen und das Urheberrecht noch weiter von einer liberalen und für das digitale Zeitalter sinnvollen Ausprägung entfernen wollen (""Tragödie der Anti-Allmende"", Right to Remix etc.).

Noch mehr Rückschritte in der Digitalpolitik (nach der Einführung von Zensur zu Gunsten der Schweizer Casinobetreiber) sind auf keinen Fall hinnehmbar.",AGAINST
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?",Das Verursacherprinzip ist urliberal - diese Initiative denkt es konsequent zu Ende.,FAVOR
Befürworten Sie die Kandidatur der Schweiz für einen Sitz im UNO-Sicherheitsrat?,"Eine humanitäre, sachliche Stimme würde diesem Rat und der Welt gut tun.",FAVOR
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?",Die GLP unterstützt den Gegenvorschlag zu dieser Initiative.,AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Wenn Sie diese wollen, dann können Sie sich einbürgern lassen. Dies muss das Ziel sein!",AGAINST
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Die Initiative ist sehr radikal. Ich begrüsse eine Verschärfung und wäre für die Ausarbeitung eines moderaten Gegenvorschlags. Im Grundsatz gilt aber, dass die Unternehmen ihre Verantwortung wahrnehmen müssen, die sie gegenüber Mensch, Gesellschaft und Umwelt haben.",AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Dies ist in der basisdemokratisch organisierten Schweiz aus meiner Sicht eine Frage auf kommunaler Ebene und nicht eine Frage, die der Bund beantworten sollte.",FAVOR
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,"Ohne bilaterale Verträge geht es nicht. Wir dürfen uns aber auch nicht ""zu billig"" verkaufen. Faire und harte Verhandlungen sind wichtig, damit es für beide Seiten stimmt. Personenfreizügigkeit im EU Raum ist sehr wichtig, eine Begrenzung der Einwanderung ist also aus meiner Sicht gegen das Interesse der Schweiz - gerade die Bildung und Forschung, aber auch die Wirtschaft würde sehr leiden.",AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,Die aktuellen gesetzlichen Grundlagen sind klar und gut.,AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Integration sollte von den Ausländern ausgehen, da gibt es eine Integrationsbringschuld. Integration ist aber wichtig und hilft allen, die als Ausländer kommen und bleiben. Deshalb (und auch damit Ausländer/-innen rasch wissen, woran sie sind!) ist der Entscheid, ob Ausländer/-innen bleiben können, möglichst rasch zu fällen.",AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,Das setzt in meinen Augen die falschen Anreize und untergräbt den vorgesehenen Prozess und all jene die sich daran halten.,AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Integration sollte nicht durch den Bund stattfinden, sondern durch das Umfeld und die Gemeinden geregelt werden.",AGAINST
Sollen die Anforderungen für Einbürgerungen erhöht werden?,"Die bestehenden Einbürgerungsregelungen müssen einheitlich  (z.B. Sprachprüfungen, Integrationstest, etc.) umgesetzt werden.",AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Die KIP Programme (kantonalen Integrations Programme) zeigen eine positive Wirkung auf lokaler Ebene. Diese sollen weitergeführt werden.,FAVOR
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","ch bin eher skeptisch und würde, wenn schon, die Ausübung des Stimm- und Wahlrechts nicht nur an die Dauer des Aufenthaltes knüpfen, sondern auch Integrationsbemühungen (Sprache, Interesse) erwarten. Da wäre allenfalls die Niederlassungsbewilligung das geeignete Qualifikationsmittel. Schliesslich müsste die Frage der Abgeltung des Militärdienstes geklärt werden.",AGAINST
Ist die Begrenzung der Einwanderung für Sie wichtiger als der Erhalt der Bilateralen Verträge mit der EU?,Die Bilateralen sind für die Wirtschaft überlebenswichtig.,AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,Auch Expads oder welche Ausländer (Asylanten?)? Unklare Fragestellung.,AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","Gemäss Föderalismus ist es Sache der einzelnen Gemeinden, dies zu entscheiden. Eine gesamtschweizerische Einführung würde die kommunale Kompetenz in dieser Frage beschneiden.",AGAINST
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Von einer pauschalen Regularisierung illegaler Einwanderer ist auch deshalb abzusehen, weil dadurch neue Migranten angezogen werden. Zudem schafft dies eine Ungleichbehandlung zu Migranten, die über legale Wege in die Schweiz einreisen.",AGAINST
Befürworten Sie eine weitere Verschärfung des Asylrechts?,"Diese Frage ist viel zu pauschal, als dass man eine präzise Antwort darauf geben könnte. Grundsätzlich gilt es, Missbräuchen im Asylbereich mit den nötigen gesetzlichen Verschärfungen zu begegnen.",FAVOR
Sollen die Anforderungen für Einbürgerungen erhöht werden?,Das Bürgerrechtsgesetz sieht klare und strenge Kriterien für die Einbürgerung vor. Dazu zählen auch Integrationskriterien. Daher ist eine Verschärfung derzeit kein Thema.,AGAINST
Soll der Bund Ausländer/-innen bei der Integration stärker unterstützen?,"Integration liegt in erster Linie in der Verantwortung des Ausländers. Dieser hat eine Integrationsbringschuld. Aber der Staat darf fördern und unterstützen, insbesondere im Asylbereich. Asylsuchende mit einer langfristigen Bleibeperspektive sollen möglichst rasch integriert werden. Eine rasche Arbeitsintegration senkt die Sozialhilfekosten.",FAVOR
"Eine Initiative fordert, dass die Haftungsregeln für Unternehmen mit Sitz in der Schweiz in Bezug auf die Einhaltung von Menschenrechten und Umweltstandards im Ausland verschärft werden. Befürworten Sie dies?","Auf Einzelstaatebene Haftungsregeln aufzustellen, ist der falsche Ansatz. Der Umwelt- und Menschenrechtsschutz sind globale Probleme. Sie bedürfen eines international koordinierten Vorgehens. Die Schweiz soll sich daher weiterhin für die Ausarbeitung von internationalen Standards zur verantwortungsvollen Unternehmensführung einsetzen und diese in der Schweiz konsequent umsetzen. Privatrechtliche Haftungsregeln nur für Schweizer Unternehmen sind keine Lösung und schaden dem Wirtschaftsstandort.",AGAINST
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Für ein starkes Europa wird die Schweiz in naher oder ferner Zukunft teil der EU sein müssen und meiner Meinung auch sein sollen. Die Schweiz soll die EU mitgestalten können und nicht einfach plötzlich Mitglied werden müssen, wenn die Strukturen schon zementiert sind. Aktuell ist die Schweiz in der komfortablen Lage, von den positiven Seiten der EU profitieren zu können (bilaterale Verträge). Vor einem Schweizer Beitritt muss die EU reformiert werden.",AGAINST
"Sollen Ausländer/-innen, die seit mindestens zehn Jahren in der Schweiz leben, das Stimm- und Wahlrecht auf Gemeindeebene erhalten?","In der Romandie gibt es das ja bereits, warum also nicht gesamtschweizerisch einführen?",FAVOR
Sollen Sans-Papiers einfacher einen geregelten Aufenthaltsstatus erhalten?,"Wir GRÜNEN fordern eine kollektive Regularisierung aller Sans-Papiers, die vier Jahre in der Schweiz gelebt haben.",FAVOR
Soll die Schweiz Verhandlungen über den Beitritt zur EU aufnehmen?,"Aktuell steht die Frage eines EU-Beitrittes nicht im Vordergrund. Den schweizerischen Lohnschutz und die Arbeitsbedingungen gilt es zu verteidigen. Sicher hat die EU in ihrer heutigen Form wesentliche Schwächen. Aber die Schweiz wird dennoch mittelfristig die Frage beantworten müssen, ob sie für ein soziales und demokratisches Europa einstehen und dieses aktiv mitgestalten will.",FAVOR
