tweet,stance
Ya han llegado las primeras vacunas de #Covid_19 a #Melilla 👏🏼#España 🇪🇸 #Europa 🇪🇺Hay que seguir cuidándose 💪🏼#ElMejorRegaloEsCuidarnos  #VacunaCOVID19#EsteVirusLoParamosUnidos#pandemia #coronavirus@desdelamoncloa @MelillaGobierno #MisionBaluarte https://t.co/LaXlrxAYzQ https://t.co/KC6fjeEpCE,FAVOR
#Pfizer afirma que su #vacuna contra el #coronavirus tiene una eficacia del 90%.https://t.co/V13EYBDj7k,NONE
Vamonos a ponernos la vacuna...  D:,FAVOR
La UE lleva la contraria a EspaÃ±a y defiende que se vacune a los reciÃ©n nacidos contra la varicela http://t.co/ojymt4s5YM vÃ­a @20m,NONE
El virus no está en el aire... está en las vacunas... sólo los privados de discernimiento se vacunarían a pesar de saber ésto... información más clara ya no se puede dar ( Hasta una persona especial entendería). https://t.co/MhAD7AyJs6 https://t.co/T4pyYdBIEx,AGAINST
LoQueSuMedicoNOsabe : &amp;#191;Vacuno a mi hija del Papiloma Virus?: http://t.co/QDb5XK6V,NONE
#todosconAnne que vuelva la bacuna contra la varicela,FAVOR
"ES : Más de 7 mil personas acudieron a recibir la vacuna contra el virus - (hipertensión), enfermedades... http://t.co/oQNR8jCVze",NONE
ES: La vacuna contra la gripe no logra proteger a personas mayores de ...: La vacuna contra la gripe no logra... http://t.co/T9vj7gpt5R,AGAINST
Esperando a que me pinchen la put vacuna de la gripe😂,FAVOR
"El esfuerzo que se está haciendo por parte de toda la comunidad científica  👩🏼‍🔬 para desarrollar vacunas 💉 frente a esta pandemia es brutal. Algo que tarda años en materializarse, se está trabajando para hacerlo en pocos meses. #JuntosSomosMásFuertes  #COVID19 https://t.co/OZUnpOFbrA",FAVOR
"@Patri__99 sii JAJAJAJAJ quillaa, quiere venirte conmigo a a ponerme la vacuna?",FAVOR
menos mal que mi niña @ClaraaSanchee viene conmigo a la vacuna y dspue a compra ropita♡♡,FAVOR
Al final la vacuna me la pongo el martes que viene jejejejeje.,FAVOR
"MÉDICOS DE TODOS EL MUNDO ADVIERTEN A LA POBLACIÓN: ¡NO SE VACUNEN! Son médicos y científicos que realmente entienden la ciencia aquí, y que conocen las devastadoras consecuencias potenciales d quienes eligen recibir esta vacuna tan tóxica y peligrosa👉https://t.co/a6W3H1hNTK👈 https://t.co/dNkorXcE5U",AGAINST
La vacuna de la gripe no supera el 50% de eficacia tras décadas de trabajo en ella https://t.co/ltz96wOcwr vía @el_pais,NONE
Los activistas #AntiVacunas tienen más éxito en #Twitter. http://t.co/jUwTAvOO45,NONE
@aidixy en efecto. La vacuna no está en farmacias. Y no se puede COMPRAR en el hospital. Te la administran y cobran allí si está prescrita,NONE
"El que quiera ir de viaje del IMSERSO, ha de vacunarse.Hay muchos modos de coaccionar a la gente para que se vacune. https://t.co/RkBGGtrOY7",AGAINST
Las vacunas son SEGURAS... Y SALVAN VIDAS.  #AEVOviedo #MásAlláDelVial @AEV_Vacunas https://t.co/AXJGmoAlbi,FAVOR
"#OMS exige a Europa vacunar ""de inmediato"" contra el sarampión http://t.co/5WfQnb0gxJ http://t.co/zzJ8pCMgH2 vía @infosalus_com",NONE
"¿Casualidad?: En una residencia de ancianos que NO había tenido muertes por COVID, ya son 24 los fallecidos 7 días después de vacunar al 80% de los residentes.https://t.co/AZj5ONtmgs",AGAINST
Buenos dias!! Puta vacuna que mala noche he pasadoooo uuuuf,FAVOR
No quieren entender que los médicos ya no estan para ayudar y les importa un carajo su salud.Los van a inocular con esta basura y van a pasar por lo mismo.Ustedes todavía estan a tiempo algunos ya no. https://t.co/otxaHYoW0w,AGAINST
Sesenta voluntarios se han inyectado parte del virus del ébola en busca de una vacuna http://t.co/SMr25yEnyU  @antena3com @carduescardues,NONE
"""Moderna anuncia la gran eficacia de su vacuna | actualidad"" https://t.co/WnHBlmW6uv",NONE
1. No existe vacuna contra el ebola.,NONE
"Hombre joven absolutamente sano:""me pongo la vacuna de la gripe todos los años porque me la ofrecen en el trabajo"".Sin asesoramiento alguno!",AGAINST
"ReflexionSi la vacuna del Covid hace que transmitas el sarscov2, entonces la vacuna de la polio y del sarampión transmiten el virus de la polio y el sarampión, ¿no?¿Es la ciencia detrás de las vacunas un chuflo a escala universa",AGAINST
hoy me tengo que poner la última vacuna del VPH. :((,FAVOR
"Aqui en las jornadas de actualización clínica en vacunas con @srtalacompi, pendientes de escuchar a @lovenursingmery y @ricardormtnz ! #MarcaUCLM  https://t.co/j37XwdkTtU",FAVOR
📰Europa recomienda aprobar la primera vacuna que protege contra el ébola https://t.co/JXtALQAO2Q,NONE
Utilizar el mito de la inmunidad colectiva para justificar las vacunas COVID en los niños es ENGAÑOSO y PELIGROSO https://t.co/8oTGadsK7g,AGAINST
24h tras la 1ª dosis de la #VacunaCOVID19 @pfizer #BioNTech tan solo noto leve dolor en sitio de inyección que se ha resuelto con un AINE y sin presentar otros síntomas   #StopCOVID19 https://t.co/IIcaThDbqG,FAVOR
En 4 días me vacuno. Mantendré la calmNOOOOOO POR FAVOR NOOOOOOO. JODER QUE NO ME QUIERO METER UNA PUTA AGUJA EN EL CUERPO.,FAVOR
El Reino Unido alerta de que los alérgicos a la vacuna no deben ponerse la vacuna 🙄👏👏👏👏👏 #VacunaCOVID19 #yosimevacuno,NONE
"Más estudios, más publicaciones, más profesionales HONESTOS advierten de las consecuencias del medicamento génico experimental que se pretende inocular a la población. #VacunasCOVID19 #mRNA https://t.co/hIyjTSSciC",AGAINST
"""Los gallegos tienen que ir a Portugal a por la vacuna"" #espejopublico",NONE
"Hablamos de la #gripe, una enfermedad cotidiana, que tiene #vacuna  https://t.co/NSgm10m3fB",NONE
Puues a ponerme la vacuna :((((,FAVOR
Extension del virus del #sarampion en vacunados y en no vacunados: http://t.co/umwAercxBf,NONE
"Por ti, por mí y por tod@s. Siempre hay luz al final del túnel, empezamos a verla!  https://t.co/opBIPkbS7d",FAVOR
Hablan de crear una vacuna para un ARNvirus como si fuese como hacer un huevo frito #Flipo #InculturaCientifica #ÉbolaEP,NONE
Mañana sin tuto! *-* pero tengo que ponerme la vacuna! :S,FAVOR
La nueva cepa es la vacuna.... https://t.co/l4StQGQmf2,AGAINST
"El gobernador de Kentucky,  pues resulta que intencionadamente ha expuestos a sus 9 hijos no vacunados a la #varicela!Inmunidad natural y eso (Y cretinismo natural, ya si profundizamos!)🙄  https://t.co/hX0RecYq7A https://t.co/k4aDQK50B2",FAVOR
  A pesar de la nevada las vacunas llegan. Hoy en Madrid 💉💪 https://t.co/XL2CVWRAyV,FAVOR
"""Investigan a un paciente que podría tener la 'clave' de la vacuna del VIH"" http://t.co/GOVvA4CmTC",NONE
"@GemaSur Hola, acabo de escuchar el último podcast. Mi peque tiene 15 meses, cada cuando se ponen las vacunas de la varicela?Gracias Gema.",NONE
¡Esa Araceli de 96 años! La primera persona en España que se pone la vacuna contra el Covid 🍀 ,FAVOR
Niños vacunados vs no vacunados.Los niños vacunados muestran un sistema inmune mucho más debilitado:https://t.co/PhiXFbTPnU https://t.co/N0ueDaXe8s,AGAINST
ES : Prueban en monos vacuna brasileña contra el VIH - Los primates recibirán en los próximos días un virus... http://t.co/s1AuBCgNeQ,NONE
Y de regalo una vacuna para la meningitis xd,FAVOR
Ultima vacuna!,FAVOR
Una vacuna prepara el sistema inmune para luchar contra el cáncer de mama http://t.co/Bwx3G6zSDR http://t.co/MqrgfLUq86#LaHoraAzulPP187,NONE
"""La @AEMPSGOB  prepara un Informe de Utilidad Terapéutica de la vacuna de la varicela | @ElGlobalnet"" http://t.co/vfGiVGmD9A",NONE
"Podría donar la pasta q ha cobrado en #UTNHablaTeresa a la investigación vacuna #ébola, ¿no? http://t.co/y5RB9fjmYv",NONE
Hoy es el #DiaMundialContraLaMeningitis y desde la @aepediatria se ha lanzado la campaña #CerrandoElCírculo. Ahora más que nunca tenemos que visibilizar una enfermedad contra la que disponemos de #vacunas 👌🏻👌🏻👌🏻 Únete y cierra el círculo!!!  https://t.co/YKaTrxlggE,FAVOR
Y para completar la jodida vacuna del papiloma,FAVOR
"¿Qué es AstraZeneca? ¡te vas a sorprender!¡No te vacunes, no dejes que vacunen a tus seres queridos... y advierte a todos los que puedas sobre este genocidio planetario planificado!...(1/2)#NoALaVacunacionObligatoria#DespiertaYa#Investiga https://t.co/BdTk2ffwOo",AGAINST
"Investigación publicada en Microbiology &amp; Infectious Diseases, el inmunólogo J. Bart Classen advierte q la tecnología de ARNm utilizada en las “vacunas” COVID d Pfizer y Moderna podría crear d eventos adversos q pueden tardar años en salir a la luz.https://t.co/YmnMUsHSD8",AGAINST
Pfizer afirma que su vacuna contra el coronavirus tiene una eficacia del 90% via @el_pais https://t.co/cCzUoxzMJ2,NONE
😂😂😂😂😂😂😂 todos los que se vacunan dan positivo despues... anda iros todos al carajo... https://t.co/wSn1B4xZkG,AGAINST
Moderna pedirá hoy la autorización de Europa y EEUU para su vacuna del coronavirus tras confirmar un 94% de eficaciahttps://t.co/VKfE4e8Vvu,NONE
Hablan de eficacia basándose en 20 casos (Sputnik) y 94 casos (Pfizer) https://t.co/HIqyNhw8sy,AGAINST
"¿Uds. creen que solo recibieron vacucoimas de los chinos? ¡Noooooooo mi aaamor!La orgía vacunadora es digna de los espectáculos más grotescos de los bacanales caligulescos. Se sentían todo poderosos e impunes, per secula seculorum.Compraron el silencio y la moral de TODOS.",AGAINST
Ya me estoy remangando. Quién da la vez?  https://t.co/OW55Gmilj2,FAVOR
Mikel Martínez : «Es difícil que la industria invierta en una vacuna contra el ébola»Buena información. http://t.co/6jkRiqx9K6,NONE
@DrLlacer: Aclaraciones sobre la vacuna contra el virus del #HPV Entrevista con Nubia Muñozhttp://t.co/NS72bGy2LB,NONE
Vacuna puesta 😭💉,FAVOR
Toca ir al medico a que me den la vacuna,FAVOR
"¿Para qué vacunar? Si total... ¡pues toma “total”! Y no sirve que sea un país en vías de desarrollo, porque en Europa se siguen multiplicando exponencialmente los casos  #VaccinateYourKids #LasVacunasFuncionan #LasVacunasSalvanVidas https://t.co/PYgCtp722i",FAVOR
"Gente, que aunque parezca que si no te sacas la foto no haces anticuerpos, yo ya estoy vacunada 💉🦠 ",FAVOR
"@MamaenBulgaria Resumiendo no creen en la vacuna en si, en la eficacia de la misma o en el origen de la misma?",NONE
Esta es la #sanidad que nos están imponiendo ¿DÓNDE PONER LA VACUNA DE LA VARICELA EN VALENCIA?http://t.co/NJk0jraxJO,FAVOR
"“@DrBonnieMrClyde: Por cierto, estoy comentando en directo este video (Forcades y la vacuna del papiloma) http://t.co/UknyjkkFSN”",NONE
Fernando Moraga ofrece en #AEVOviedo su opinión sobre cuál es la mejor estrategia vacunal frente al neumococo en el calendario de vacunación del adulto ⬇️..#MásAlláDelVial  https://t.co/Mw6000ICKK,NONE
"El sarampión no sólo es una enfermedad peligrosa, sino que el virus suprime la inmunidad durante varios años y deja a los niños expuestos a otras infecciones. Una investigación explica que la vacuna protege contra mucho más que el sarampión  https://t.co/xZ6a8IZkzP",FAVOR
Las múltiples caras de los #antivacunas: http://t.co/LE0W9m4lLI,NONE
Hoy vacuna. #gogo,FAVOR
"No me he hecho foto, pero vacunada !!!!    Una gran alegría  #creoenlaciencia https://t.co/2xUuDNDul0",FAVOR
"Hola, en 20 min tengo la vacuna del tétano y me muero",FAVOR
"#Sanidade reconoce""un rebrote d varicela""pero dice q""no es razonable""atribuirlo a la eliminación d la vacuna(hdp,sin vacuna no hay cura PP)",NONE
"Gobierno de España sabe y en realidad lo han pagado la Comisión Europea, pero en fin  cuando me toque. Ya estan aquii!! https://t.co/ZOT1BIN1qH",FAVOR
@FMontecruz Bravo maestro!Hoy empieza a verse un rayo de luz. Poco a poco saldremos de esta. ,FAVOR
⚠️ El #sarampión irrumpe en #Madrid y #Guadalajara con casi 40 casos en un meshttps://t.co/XnwvSw2ubd vía @el_pais ☀️ Las #vacunas salvan vidas,FAVOR
Ya me han hechado la ultima mierda vacuna menos mal,FAVOR
"""@EP_Salud: Un anticuerpo humano puede impulsar el desarrollo de la vacuna universal de la gripe - http://t.co/DUWnbUxR""",NONE
#Israel 🇮🇱 realiza 50.000 dosis diarias de la vacuna contra la #COVID19. Ya tienen vacunado al 26% de su población. Eso es eficacia,FAVOR
"""@Tulnfancia: Tener la marca de la vacuna es muy EGB. http://t.co/8JGoKyV9Ht"" llorabas poco cuando te tocaba @nuriiagp jajajaja",NONE
La empresa Moderna anuncia que su vacuna contra la covid tiene casi un 95% de eficacia via @el_pais https://t.co/o7slmf3y3Q,NONE
La vacuna de la gripe necesita unas dos semanas para proteger al paciente estamos a dos semanas de acabar la mayor incidencia en este,NONE
💉Las cuestiones relativas a la seguridad y la efectividad vacunal son las qué más preocupan a quienes consultan al experto en vacunas de https://t.co/uSCTTst1ZR #MásAlláDelVial #AEVOviedo https://t.co/pueXIHDo6m,NONE
Y porrr finn la ultima vacuna👏👏👏👏,FAVOR
http://t.co/dSUUcG0xValoración de la eficacia de la vacuna de la gripe. @mjmonteroc,NONE
La vacuna frente al rotavirus es otra vacuna con propiedades heterólogas @fedemartinon...#AEVOviedo #MásAlláDelVial  https://t.co/PZ8IzM1uBf,NONE
"""@A3Noticias:Sesenta voluntarios se inyectan parte del virus del ébola en busca de una vacuna http://t.co/q5as8TnWi9 http://t.co/Gf3BNiWpwy""",NONE
En Francia también recordando la importancia de la vacunación por el aumento de casos de sarampión.  https://t.co/MEv17pKdQe,FAVOR
"El #CSDoctoral tiene una agenda para la #vacunación contra la #gripe, donde de manera ordenada se pueden vacunar alrededor de 500 personas a la semana. Si eres grupo de riesgo todavía estás a tiempo, ven a por tu #vacuna, te estamos esperando #yosimevacuno https://t.co/xdPdBa66Z9",FAVOR
Nunca os pongais una vacuna,AGAINST
"Que casualidad !!! Dos meses después de los casos de #Ebola en el ""primer #mundo "" ahora sale una #vacuna !!! Donde estaba antes? #sanidad",NONE
Primera dosis de #VacunaCOVID19 puesta. ,FAVOR
"Pues na ya me he puesto la vacuna , a seguir mimiendo #BN",FAVOR
Esta vacuna de ha dolido 😱.,FAVOR
"@THE_BEST_ALMU El virus ya está controlado, este Gobierno está preparando vacunarnos y otra ola de muertes con la vacuna. No están muriendo más que hace un año por gripe u otras patologías. Preparando la última forma de República. #OjoEspañoles#GobiernoCriminalyCorrupto",AGAINST
"Alguien me explica TT  ???? La gente es subnormal. Yo sí me vacuno, me gusta vivir (a veces 😂)",FAVOR
Alguien se ha picado...Pfizer eleva ahora la eficacia de su vacuna al 95% tras realizar unos análisis finales - https://t.co/TIdQ1rCzWu,NONE
"""@ELNOCTURNO:Aterrador: fiestas para contagiar a tu hijo de varicela en vez de vacunarlo http://t.co/8IF4v9zW"" La estupidez no tiene límites",FAVOR
"Aunque me vacunen, estaría con el miedo por si no funciona al 100% y coja ese virus ",AGAINST
Pues ya para la vacuna ;(,FAVOR
"No falla: publicación del ministerio de sanidad y los nomevacuno y demás innombrables diciendo sandeces.De esta saldremos más fuertes? Mejor no hablar, porque me encierran. Impotencia es poca. Estamos llenos de paletos e ignorantes.",FAVOR
Stigmabase | ES —  Implementarán prueba de vacuna contra VIH; eficacia del 100% en pruebas de baja escala https://t.co/md6jsQle1c,NONE
Que pesada es mi madre con la vacuna esa del papilomaaa por dio,NONE
"Manicura hecha, vamos a por la vacuna. Todo sea por las prácticas. 💅💉👏.",FAVOR
"#Vacuna #estadounidense contra el #ébola, probada con éxito en seres #humanos http://t.co/0Sg88eqhCM http://t.co/SRCTJa2aYq",NONE
"@Milhaud eso no es por el afilador, es por los put*s antivacunas",FAVOR
"@FGarridoB Ese es el trabajo de las agencias regulatorias, INVIMA y es a nivel nacional. Y evaluarán que?  cuál vacuna de todas las seguras y con eficacia de al menos 70% que ya están disponibles?",NONE
Aaay vamos a por la segunda vacuna :_______(,FAVOR
"Eso le ocurrió a no vacunados pues fíjese que la eficacia dela vacuna fue 100% para casos graves ( o sea, no hubo entre los vacunados). Saludos https://t.co/0z6ML9qs7P",FAVOR
Mañana vacuna y otorrino para ver si me tienen q colocar la nariz. Recen por mi señores!,FAVOR
